custom earphones,"You’ve heard of a bespoke suit or shoe, one that’s tailored specifically for you, it suits and fits you perfectly.Well, that’s the same idea behind custom earphones, only this time, rather than a tailor taking your body measurements, it’s an audiologist that injects some fast-setting liquid into your ears. This sets into an impression of your ear and it’s used to make your custom earphones.",https://krisp.ai/blog/glossary-headphone-terms/
dac,"A DAC is a Digital to Analog Converter. Music is stored as a series of numbers on CD's and in computer files. Each number represents a sample of the instantaneous voltage value of the audio signal at a point in time. Samples are taken many thousands of times per second (44,100/sec for CD's) and have a resolution of 16 or 24 bits typically. A DAC takes this stream of digital numbers from a CD player or computer and converts it to an analog electrical signal that can be amplified and used to drive headphones or speakers.",https://www.headphones.com/pages/glossary
damping factor,"Typically the input impedance of a speaker/output impedance of the amplifier. An 8 Ohm speaker driven by a power amplifier with an output impedance of 0.8 Ohms would have a damping factor of 10. Typically, damping factors of 10 or more are considered good.",https://www.headphones.com/pages/glossary
dbr,"""Amplitude (dBr)"" is listed on the Y axis of our frequency response measurement data. ""dBr"" stands for Decibels- relative. The graph is showing the amplitude of each frequency's response relative to the amplitude of the other frequencies, not the actual number of decibels measured at each frequency.",https://www.headphones.com/pages/glossary
decibel,"Just as “calories” is the basic unit of energy as written on food labels, “decibels” is the basic unit of sound.",https://krisp.ai/blog/glossary-headphone-terms/
decibel db,"The standard unit of measure for expressing relative power or amplitude differences. With audio, it represents loudness. One dB is the smallest change in loudness most people can detect. A 1 dB difference is barely noticeable, but a 10 dB difference will sound roughly twice as loud. A normal conversation usually takes place at 60 dB. An iPod at peak volumes produces about 115 dB of noise. A gunshot or fireworks can reach 140 dB. Government research suggests that people should not listen to volumes higher than 85 dB for more than eight hours a day.",https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
digital,"Generally a system using binary data (ones and zeros) to represent information. In audio, a digital signal is a series of binary numbers that represent the sound pressure level sampled in a series over time.",https://www.headphones.com/pages/glossary
digital inputs,"Any input to a digital to analog converter (DAC); for example USB, or S/PDIF Toslink optical or coax digital inputs.",https://www.headphones.com/pages/glossary
directional microphones,These are usually attached to headphones and they only pick up incoming sounds from a certain direction.,https://krisp.ai/blog/glossary-headphone-terms/
distortion,"Any new feature in a signal due to some imperfection in the device through which it passes. For example, putting in a 1000 Hertz tone, and getting a small amount of 2000 Hertz tone out along with the original 1kHz tone.",https://www.headphones.com/pages/glossary
diy,"Do It Yourself, this is speaking to the fact that many audio equipment such as amplifiers, are made so that you can build or assemble them by yourself with very little or no supervision.",https://krisp.ai/blog/glossary-headphone-terms/
driver,This is the component inside the headphone that converts electrical signals into sound that is heard by the ear.,https://krisp.ai/blog/glossary-headphone-terms/
ear clips,"Often made of wire or plastic, ear clips fit around the back of the ear and hold the earbuds in place. Some ear clips are flexible, so that they can be manually formed to the ear for a more secure fit.",https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
ear hangers,"Like ear clips, ear hangers are usually full, open loops that rest or hang around the ear to hold the earbuds in place. Sometimes also called ""ear loops.""",https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
ear headphone,"Ear headphones are always called in-ear headphones by us, but can be referenced by numerous terms including: in-ear monitor, IEM, ear canal headphones, earphones, and canal-phones. In-ear headphones are inserted into and seal the ear canal, and provide the highest amount of isolation from outside noise of any headphone type including noise-canceling headphones. There are two types of in-ear headphones: deep sealing and shallow sealing. With deep seating in-ear headphones the tip of the earphone goes in about half the length of the ear canal and seats in the bony section of the ear canal; this type provides about -23dB of isolation. Shallow seating types seal closer to the entrance to the ear canal and provide about -15dB of isolation.",https://www.headphones.com/pages/glossary
earbud,"A tiny earphone that inserts into the ear. Some earbuds rest in the outer part of the ear canal, like Apple's iPod® earbuds, while others actually insert inside the ear canal for a more secure fit that also passively blocks out external noise. Some earbuds use behind-the-neck headbands, ear clips, ear hangers, or ear loops to keep them secure inside the ear, although many rely on the naturally snug fit within the ear canal to keep them in place.",https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
earbud gels,"Also known as earbud ""sleeves."" The rubber, foam, or silicone material on the end of most earbuds that fits into the ear canal. Many earbuds come with a variety of gel sizes to fit the unique size and shape of an individual's ear canal. It's important to use gels that fit properly. Gels too small may not create a tight enough fit with the ear canal, allowing the earbuds to fall out. Gels that are too large may cause pressure on the ear canal that can be uncomfortable and often painful over time.",https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
earcup,The general term for the enclosure that rests against the ear and contains the drivers that reproduce sound. Earcups are traditionally connected by a headband that rests on top of the head. Earcups can either be sealed or open. A sealed design (also known as a closed design) completely covers and sits around the ears with extra padding to help block out external noise. Open earcups rest on top of the ear and allow some external noise to reach the ear.,https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
earpad,"Otherwise known as supra-aural or on-ear headphones, earpad headphones have ear-pieces are sometimes literally flat pads against the ear, but can also be shallow bowl shaped, or deeper ear cups that are too small to fully surround the ear.",https://www.headphones.com/pages/glossary
efficiency,"Headphone efficiency is the measure of the relation ship between input signal level and how loud the headphones play. This can be a rather confusing measure and can be expressed in numerous ways: dB/Watt; dB/mW; dB/Volt. Some in-ear headphones have very high efficiency (~120dB/mW); difficult to drive full size headphone may be in the 90dB/mW; headphones to be driven by portable players should have about 95dB/mW or better efficient, and a 100 Ohm or lower impedance.",https://www.headphones.com/pages/glossary
filter switch,"This switch engages a filter that makes the sound slightly brighter (more highs). It is there to compensate for the crossfeed which causes in increase in low frequencies. The amount of increase in low frequencies is dependent on how much information is common to the left and right channel; the more common information the more the bass will boost through the crossfeed. Over time, our electronics circuits have gotten faster, and we've found less bass emphasis occurs when the crossfeed is switched on, and we have found the need to use this switch is substantially less.",https://www.headphones.com/pages/glossary
folding headband,Many portable headphones use a headband that folds in on itself so that it can be easily stored for transport.,https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
frequency response,"A systems gain at various frequencies. ""Flat"" frequency response is when the gain is constant at all frequencies. For example, a gain of two at both 20 Hertz and 20kHz, and at all frequencies in between.",https://www.headphones.com/pages/glossary
full size,"Also called ""circumaural"" or ""over-ear"" full-size cans have large earcups that completely cover the earlobes on most wearers.",https://www.headphones.com/pages/glossary
full-sized jack,"This plug is an older standard still used for high-quality audiophile headphones. Most full-sized jacks accept stereo signals — this capability is indicated by two rings around the plug, rather than the older one-ring mono sound plugs. Adapters are available that convert full-sized jacks to smaller mini plugs, and vice versa.",https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
gain switch,"A coarse volume control for headphones of differing impedance. Roughly, set to low for 10 to 50 ohm; medium for 50 to 200 ohm, and high for 200 ohm and up. Headphones vary widely in their impedance and efficiency. In order to have the amplifier volume control operate somewhere between the 12 o'clock to 3 o'clock to achieve a normal listening level with the wide variety of headphones commonly encountered, a gain switch is used to adjust the gain range over which the amplifier operates.",https://www.headphones.com/pages/glossary
harmonic distortion,"Distortion artifacts that are exact integer distances higher in frequency than the originating tone, usually a result of non-linearities in the transfer function of an analog electronic device.",https://www.headphones.com/pages/glossary
headphone amplifier,A headphone amplifier is a miniature audio power amplifier specifically designed to drive the miniature audio drivers in headphones. Headphone amplifiers work essentially the same as power amplifiers used to drive speakers except they are much lower power and need to be capable of driving a wider range of impedance (~20-600 Ohms) than speaker amplifiers (4-8 Ohms). Headphone amplifiers typically range between 0.1 to 1 Watt and about 0.2 to 2 Ohms output impedance.,https://www.headphones.com/pages/glossary
headphone efficiency,A measure of how much energy it takes to drive headphones to a given listening level. Can be stated in numerous ways but generally in the form of dB/volt or dB/Watt.,https://www.headphones.com/pages/glossary
headphone sensitivity,see Headphone Efficiency,https://www.headphones.com/pages/glossary
image depth,"The ability of an audio system to portray sounds in front of, and behind each other. Essentially, front to back imaging. Audio systems typically trade off a punchy sound for a deeply layered sound; a very few do both well.",https://www.headphones.com/pages/glossary
image width,"The left to right width of the audio image. Typically within the boundary of the left and right speaker in a two-channel audio system, but may be all around in a multi-channel (surround-sound) system.",https://www.headphones.com/pages/glossary
imaging,"This refers to the ability of the headphone to reproduce the perceived spatial locations of the sound source(s) and instruments, both laterally and in depth. An image is considered to be good if the location of the performers/instruments/sound can be clearly located; the image is considered to be poor if the location of the sounds are difficult to locate.",https://www.headphones.com/pages/glossary
impedance,"The sum of both resistive and reactive impeding forces of a load. Headphone impedance commonly changes with frequency, and would become somewhat inductive or capacitive at different frequencies.",https://www.headphones.com/pages/glossary
in-ear,"This is an earphone that goes into the ear canal and secures itself in place there. And because people are different and as such have different ears, most of these earphones come with 2-5 different sizes of tips to choose from to ensure a firm and painless fit with as many ear types as possible.",https://krisp.ai/blog/glossary-headphone-terms/
in-ear monitor,"Another term for In-ear headphones but also commonly known as IEMs, ear canal headphones, earphones, and canal-phones. In-ear headphones are inserted into and seal the ear canal and provide the highest amount of isolation from outside noise of any headphone type including noise-canceling headphones. There are two types of in-ear headphones: deep sealing and shallow sealing. With deep seating in-ear headphones, the tip of the earphone goes in about half the length of the ear canal and seats in the bony section of the ear canal; this type provides about -23dB of isolation. Shallow seating types seal closer to the entrance to the ear canal and provide about -15dB of isolation.",https://www.headphones.com/pages/glossary
in-the-ear,"In-the-ear refers to earbuds that rest inside the ear canal. They typically have the added benefit of passive sound isolation, and usually are not connected by a headband, although they may use ear clips, ear hangers, or ear loops for a more secure fit. In-the-ear earbuds are the most common design for portable headphones since they're lightweight and less bulky than traditional headphones.",https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
infrared ir transmission,"Wireless headphones that use infrared transmission come with a transmitter that connects to an audio source's headphone jack, stereo RCA output, or optical digital output. IR transmission works by sending out signals of infrared light from the transmitter to the headphones. The headphones must be within line of site of the transmitter, since the signal can't pass through walls, furniture, and other obstacles. That's part of why IR transmission usually has a shorter range than RF transmission.",https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
input impedance,"The effective resistance of the input to a device. Essentially, how hard a load it is to drive. Most good electronics have an input impedance in the many thousands of ohms and are easy to drive.",https://www.headphones.com/pages/glossary
isolation,Ever stuck your earphones in when you’re in a noisy place? How did it go? Horrible? Oh that’s because your earphones don’t isolate well.Isolation refers to the ability of a headphone to block the surrounding ambient noise from getting into the listeners ears.,https://krisp.ai/blog/glossary-headphone-terms/
laid back,A descriptive audio term meaning a headphone presentation that has a sense of ease and distance; i.e. in the tenth row instead of the first row of an audience. Generally meaning that it lacks aggressive high frequencies; slightly soft sounding.,https://www.headphones.com/pages/glossary
linear amplifier,"A broad category of electronic amplifiers with very linear gain curves. Usually, solid state, class A/B push/pull amplifiers. Generally as opposed to single output device, class-A amplifiers that have more non-linear gain curves.",https://www.headphones.com/pages/glossary
liquid sounding,A sense that the sound is a coherent and a naturally integrated whole that effortlessly bounces along. Maybe somewhat colored and lush; is the opposite to the terms 'dry' and 'lean' sounding.,https://www.headphones.com/pages/glossary
listening fatigue,"The result of your brain having to struggle to properly place (localize) sounds in an artificial listening environment like speakers and headphones. Generally much worse on headphones, and can be minimized with use of the HeadRoom crossfeed circuit.",https://www.headphones.com/pages/glossary
lush,"A descriptive audio term usually attributed to vacuum tube audio gear which produces a large amount of even-order harmonic distortion. This type of distortion is often pleasant to the ear and produces a rich, warm sound.",https://www.headphones.com/pages/glossary
mini plug,"A smaller and more common version of the full-sized jack. The 3.5mm (1/8"") mini plug was introduced by Sony in 1979 for its portable Walkman®. It's widely used today for portable media players, although adapters are available for converting mini plugs to full-sized jacks and vice versa.",https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
mp3 mpeg layer 3 file.,"To reduce the storage space an audio file occupies, it is converted to MP3 format.",https://krisp.ai/blog/glossary-headphone-terms/
neodymium magnets,"Neodymium is one of several rare earth metals used in creating the small, high-strength magnets commonly used in headphone drivers.",https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
noise attenuation,Noise attenuation describes any reduction of unwanted sound. Noise-canceling headphones achieve this by using a microphone to pick up outside noise and then actively reduce the noise by creating an out-of-phase signal. Noise-isolating headphones reduce noise passively by using extra layers of padding around the earcup or an in-the-ear design.,https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
noise cancelling headphones,"These are headphones that when worn, helps the listener eliminate background noise.How? By picking up noise from the surroundings and then producing an anti-phase sound wave of equal magnitude but an opposite shape which is then fed back into your headphones to eliminate the background noise.",https://krisp.ai/blog/glossary-headphone-terms/
noise-compensation,"See ""noise-canceling""",https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
noise-isolating,"Noise-isolating headphones use dense materials around the ear or in the ear to passively block out noise. Technically, all headphones offer some form of passive noise isolation, but headphones labeled as such are specifically designed for the job. They usually promote safer listening habits, since users often don't have to turn the volume up as much to drown out external noise.",https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
ohms,The unit of measurement for impedance.,https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
omni-directional,These are microphones that are capable of picking up incoming sounds equally from any direction,https://krisp.ai/blog/glossary-headphone-terms/
on-ear,On-ear headphones are those that sit directly on the ear in such a way that some part of the outer ear is still visible.,https://krisp.ai/blog/glossary-headphone-terms/
on-the-ear,"On-the-ear headphones are generally smaller than around-the-ear headphones, since the padding is designed to rest on top of the ear. They have an open design that allows external sound in, so listeners may tend to turn up the volume to compete with outside noise. Because they allow sound to escape, they're less likely than around-the-ear 'phones to produce unwanted resonance.",https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
op-amp,"An Operational Amplifier is technically an electronic amplification circuit with an inverting and non-inverting input and an output, ready to be configured to act in a variety of different ways using various methods. Commonly, Op-Amp is used to describe a type of integrated circuit chip that performs these functions.",https://www.headphones.com/pages/glossary
opa 627,"An audio op-amp Previously a Burr-Brown, but now a Texas Instruments",https://www.headphones.com/pages/glossary
open,"Open back headphones have the back of the earcups open or vented. This leaks more sound out of the headphone and also lets more ambient sounds into the headphone, but gives a more natural, airy or speaker-like sound and more spacious ""soundstage"" - the perception of distance from the source.",https://www.headphones.com/pages/glossary
optical,"Optical, when used on the HeadRoom website, most often refers to a digital audio connection which uses light instead of an electricity to pass a signal. Optical cables (sometimes called Toslink cables) use a clear plastic fiber internally to pass the light on which the digital signal is carried. These connections have the advantage of not carrying an electrical signal and may help prevent ground loops and transfer of noise and are immune from RF interference. Unfortunately, optical cables can vary widely in quality; we recommend using higher quality optical cables for runs longer than three feet.",https://www.headphones.com/pages/glossary
otl tube amps,"OTL means ""Output Transformer-less."" Tube amplifiers typically use transformers to convert the high-voltage/low-current signals at the tube output into the low-voltage/high-current signal needed to drive the speaker. OTL amps use capacitive coupling, or D.C. coupling instead.",https://www.headphones.com/pages/glossary
output impedance,"The effective resistance seen by a load as it ""looks back into"" the output of an amplifier. The lower the output impedance of an amplifier, the more it shorts out (damps) the energetic reactions of the load. Good solid-state headphone amps have about one Ohm output impedance.",https://www.headphones.com/pages/glossary
over-ear,Over-ear headphones are those that cover the whole ear and sits directly on the skull.,https://krisp.ai/blog/glossary-headphone-terms/
portable headphones,"Portable headphones are generally small and lightweight for easy mobility. Some models are geared for certain activities, like exercising or wirelessly listening to music and answering calls from a Bluetooth-enabled cell phone.",https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
power amplifier,A power amplifier increases the amount of energy in an audio signal from a low level to a power level high enough to drive a pair of speakers. Power amplifiers typically have a fixed gain (amount of amplification) and volume is controlled by a pre-amp or headphone amp prior to being sent to the power amp. Power amplifiers are typically rated in Watts delivered into 4 or 8 ohms. Typical power ratings for desktop speaker amplification is about 25-100 Watts into 8 Ohms. 750 Watts is about 1 horsepower.,https://www.headphones.com/pages/glossary
power supply,"In audio, the circuitry that converts the A.C. wall voltage into usable D.C. supply voltages inside the device. ""Stiff"" power supplies are desirable and are those that change very little as the current demand from other circuits changes.",https://www.headphones.com/pages/glossary
punch,A descriptive audio term meaning an audio system's ability to deliver significant pressure changes while remaining musically coherent. An overly punchy system will often lack the finesse to deliver depth of imaging.,https://www.headphones.com/pages/glossary
radio frequency rf transmission,"Most wireless headphones use radio frequency transmission to send audio information from the transmitter to the headphones. RF transmission gives headphones a greater range than IR transmission. Other devices, such as cordless phones and wireless routers, may operate in the same radio frequency, and can cause some possible interference.",https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
resonance,"The characteristic of a physical systems ability to ""ring."" A bell is resonant. Electrical circuits can also ""ring"" as in an oscillator, but resonant circuits can also be used to create filters. Reducing unwanted resonance when driving headphones is generally accomplished through damping. Proper balance between the instability of resonance and reduced slew rate due to over damping is called ""critically damped.""",https://www.headphones.com/pages/glossary
s/pdif,"S/PDIF stands for ""Sony/Philips Digital Interconnect Format,"" and is an industry standard specifying the hardware connections (RCA, BNC, or Toslink) and ""data link layer"" protocols for digital audio transfer in consumer electronics. It is a subset of a larger standard for digital audio transfer, IEC 60958, which is also known as the ""AES/EBU"" standard.",https://www.headphones.com/pages/glossary
sealed,"Sealed headphones are also called 'closed-back' headphones and are designed to block out environmental noise using a passive acoustic seal. Full size closed headphones provide about -10dB to -15dB of isolation, mostly in the higher frequencies. Smaller on-ear closed headphones provide somewhat less isolation dependent on their design and the shape of your ear. In-ear headphones are a closed design in which the ear-pieces seal in the ear canal providing about -23dB of outside noise attenuation and are the highest isolation of headphone type. Noise-cancelling headphones are typically sealed designs with battery-powered electronics to attenuate ambient noise better than a passive closed-back seal could provide.",https://www.headphones.com/pages/glossary
self-powered speakers,"Usually, computer speakers which contain their own power amplifier, take a line input, and have their own volume control. There are, however, very good self-powered speakers of all sizes and quality used by professionals and audiophiles alike.",https://www.headphones.com/pages/glossary
single-sided cord,"Single-sided cords extend from one earcup in a single cord, keeping it to the side and out of the way. Some headphones come with detachable single-sided cords that allow you to easily store your headphones, switch out the cord with different lengths, or replace damaged cords.",https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
solid state,"A broad categorization of active electronic circuitry that use transistors of various types (NPN, PNP, FETs, J-FETs, and analog integrated circuits) to provide gain. Usually used to differentiate between vacuum tube-based designs.",https://www.headphones.com/pages/glossary
soundstage,"The ability of an audio system to reproduce the position and sense of space in which the instruments and sound sources are placed. Good imaging is when you can ""see"" with your ears the players standing there.",https://www.headphones.com/pages/glossary
speaker,"A device that converts an electrical current into sound. Speakers usually consist of a number of drivers, such as woofers and tweeters, for reproducing a specific range of  frequencies. Most headphones use tiny, scaled-down versions of big speakers to create sound.",https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
sport headphones,"Sport-style headphones are specially designed for active use. Most feature earbuds with ear clips, ear loops, or ear hangers for a secure fit, or a behind-the-neck band for an out-of-the-way design. Many also come in bright colors and have a waterproof or sweatproof coating that allows them to be washed by hand.",https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
square wave response,An audio test signal which alternates between two D.C. levels. Used to visualize the systems ability to pass a wide range of frequencies in proper time-alignment.,https://www.headphones.com/pages/glossary
supra-aural,"Literally meaning ""on the ear,"" supra-aural headphones rest against the outer ear and are generically termed earpad headphones. Ear-pieces are sometimes literally flat pads against the ear, but can also be shallow bowl-shaped, or deeper ear cups that are too small to fully surround the ear.",https://www.headphones.com/pages/glossary
swivel earcups,Swivel earcups provide a comfortable fit that better conforms to the shape of an individual's head. Vocalists and musicians also frequently use swivel earcups for single-ear monitoring so that they can listen through one side of the headphones while simultaneously hearing the external environment.,https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
talkthrough button,"Commonly found on noise-canceling headphones, this button turns off the noise-canceling mechanism to let you hear outside noise without removing the headphones. It can be handy when you need to briefly listen to something, such as when the captain makes an announcement on an airplane or when a coworker wants to talk to you.",https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
transient response,"The ability of a system to rapidly change voltage and/or acoustic pressure, and settle properly to target voltage/pressure. Also related to high slew rate, and the ability of the system to pass all frequencies at the same rate.",https://www.headphones.com/pages/glossary
transistor,A small electronic device which can provide electrical signal gain in circuit construction. Manufactured using silicon or gallium arsenide semiconductor materials in negatively and positively dopes crystal layers in a variety of structural configurations. Mainly segregated into bipolar and field effect types.,https://www.headphones.com/pages/glossary
tube amplifier,An audio amplifier using vacuum tubes in its gain stages.,https://www.headphones.com/pages/glossary
usb,"USB stands for Universal Serial Bus and is a standardized interface designed primarily for personal computers as a peripheral control interface, but may be used in other devices like gaming consoles and handheld portable devices. The USB standard is controlled by the USB Implementer Forum, Inc which is a consortium of industry players including Apple, HP, NEC, Intel, and Microsoft.",https://www.headphones.com/pages/glossary
virtual surround sound,"Headphones with this feature use sophisticated processing to fool your ears into thinking that sound is coming from multiple locations around you, instead of just two. Virtual surround sound headphones come in handy when you want a more private home theater experience, or when you don't want your movie or music to disturb others.",https://www.crutchfield.com/S-P3Fy2Oh1DMm/learn/headphones-glossary.html
